transaction_id,timestamp,customer_id,account_id,amount,currency,transaction_type,channel,country_of_residence,counterparty_account_id,counterparty_country,customer_segment,kyc_risk_level,is_pep,on_sanctions_list,model_risk_score,tx_count_24h,total_amount_24h,tx_count_7d,total_amount_7d,unique_counterparties_30d
T000000016,2025-11-15T03:24:12Z,C000001,AC00000005,109753,EUR,SWIFT_OUT,INTERNET,PL,CP00000011,PL,RETAIL_PREMIUM,HIGH,False,False,0.8,2,124274,5,294135,6
T000000017,2025-11-15T10:32:29Z,C000004,AC00000003,101784,USD,CASH_IN,INTERNET,PL,CP00000033,GB,SME,MEDIUM,False,False,0.36,12,729220,94,1174215,12
T000000018,2025-11-11T19:42:09Z,C000001,AC00000002,2425,EUR,CARD_POS,INTERNET,PL,CP00000015,PL,RETAIL_STANDARD,MEDIUM,False,False,0.15,1,2425,1,5510,3
T000000019,2025-11-21T04:45:27Z,C000004,AC00000002,1967,PLN,INTERNAL,POS,PL,CP00000026,AE,RETAIL_PREMIUM,LOW,False,False,0.13,2,3934,2,5295,2
T000000020,2025-11-22T01:05:37Z,C000004,AC00000007,29698,PLN,SEPA_CREDIT,BRANCH,PL,CP00000016,PL,RETAIL_PREMIUM,HIGH,True,False,0.6,5,48669,9,137926,4
T000000021,2025-12-01T11:43:45Z,C000004,AC00000002,1992,USD,CARD_POS,INTERNET,PL,CP00000041,AE,RETAIL_PREMIUM,LOW,False,False,0.24,0,1992,4,5601,5
T000000022,2025-12-07T17:58:54Z,C000001,AC00000002,2725,EUR,INTERNAL,MOBILE,PL,CP00000003,PL,RETAIL_PREMIUM,MEDIUM,False,False,0.16,3,8175,5,21809,2
T000000023,2025-11-14T22:20:49Z,C000004,AC00000003,64598,EUR,CASH_OUT,MOBILE,PL,CP00000013,DE,RETAIL_STANDARD,LOW,False,False,0.68,24,1728182,98,5845032,36
T000000024,2025-11-15T02:11:54Z,C000007,AC00000002,6548,PLN,CARD_POS,INTERNET,PL,CP00000043,GB,RETAIL_PREMIUM,HIGH,False,False,0.5,17,116843,30,427069,6
T000000025,2025-11-30T14:24:09Z,C000008,AC00000006,1136,USD,CARD_POS,INTERNET,PL,CP00000005,DE,RETAIL_STANDARD,MEDIUM,False,False,0.04,2,2272,3,2686,1
T000000026,2025-11-13T08:08:15Z,C000006,AC00000001,2169,USD,INTERNAL,MOBILE,PL,CP00000017,US,RETAIL_STANDARD,LOW,False,False,0.14,3,6507,7,8406,1
T000000027,2025-11-19T12:54:45Z,C000003,AC00000001,2958,EUR,CARD_POS,POS,PL,CP00000034,US,RETAIL_STANDARD,LOW,False,False,0.11,0,2958,3,4730,4
T000000028,2025-12-01T04:10:46Z,C000006,AC00000009,226,USD,INTERNAL,INTERNET,PL,CP00000031,DE,RETAIL_STANDARD,MEDIUM,False,False,0.13,3,678,7,1205,4
T000000029,2025-11-28T17:55:12Z,C000007,AC00000003,56597,USD,SWIFT_IN,INTERNET,PL,CP00000021,US,SME,MEDIUM,True,False,0.41,1,61284,1,153859,1
T000000030,2025-11-17T15:02:52Z,C000010,AC00000011,471,USD,SEPA_CREDIT,MOBILE,PL,CP00000060,PL,RETAIL_STANDARD,MEDIUM,False,False,0.14,0,471,2,1232,4
T000000031,2025-12-01T06:27:09Z,C000003,AC00000007,2500,PLN,CARD_POS,MOBILE,PL,CP00000056,UA,RETAIL_STANDARD,LOW,False,False,0.03,3,7500,8,19945,4
T000000032,2025-11-12T05:16:45Z,C000001,AC00000008,1624,PLN,SEPA_CREDIT,MOBILE,PL,CP00000022,NL,RETAIL_STANDARD,MEDIUM,False,False,0.11,1,1624,2,2708,5
T000000033,2025-11-20T08:20:39Z,C000009,AC00000012,2974,USD,SEPA_CREDIT,INTERNET,PL,CP00000007,GB,RETAIL_STANDARD,LOW,False,False,0.12,2,5948,5,7975,1
T000000034,2025-11-12T11:26:58Z,C000009,AC00000002,49476,PLN,SEPA_CREDIT,INTERNET,PL,CP00000067,AE,HNWI,HIGH,True,False,0.91,4,62334,11,233640,4
T000000035,2025-11-10T13:49:14Z,C000008,AC00000011,1768,USD,CARD_POS,MOBILE,PL,CP00000064,US,RETAIL_PREMIUM,MEDIUM,False,False,0.15,2,3536,6,8181,4
T000000036,2025-12-03T17:43:40Z,C000008,AC00000010,1555,PLN,SEPA_CREDIT,POS,PL,CP00000065,UA,RETAIL_STANDARD,LOW,False,False,0.14,3,4665,5,6379,2
T000000037,2025-12-06T22:50:24Z,C000001,AC00000003,6790,EUR,INTERNAL,MOBILE,PL,CP00000040,DE,RETAIL_STANDARD,MEDIUM,False,False,0.71,18,99165,57,291797,21
T000000038,2025-11-20T22:28:01Z,C000007,AC00000011,120,USD,CARD_POS,POS,PL,CP00000046,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.09,1,120,3,130,2
T000000039,2025-12-04T09:38:09Z,C000010,AC00000014,29074,EUR,SWIFT_IN,BRANCH,PL,CP00000055,PL,SME,MEDIUM,False,False,0.7,3,58101,5,129502,7
T000000040,2025-11-15T21:50:34Z,C000012,AC00000010,751,EUR,SEPA_CREDIT,MOBILE,PL,CP00000006,AE,RETAIL_STANDARD,LOW,False,False,0.13,1,751,4,1292,1
T000000041,2025-11-27T07:00:19Z,C000008,AC00000002,7658,USD,SWIFT_OUT,BRANCH,PL,CP00000079,US,RETAIL_PREMIUM,HIGH,True,False,0.76,1,14281,3,27480,9
T000000042,2025-12-02T10:47:09Z,C000008,AC00000014,862,USD,CARD_POS,MOBILE,PL,CP00000017,AE,RETAIL_PREMIUM,LOW,False,False,0.16,0,862,5,2042,2
T000000043,2025-12-05T18:21:03Z,C000014,AC00000015,34147,EUR,SEPA_CREDIT,INTERNET,PL,CP00000041,AE,HNWI,HIGH,True,False,0.78,4,66262,14,128459,15
T000000044,2025-11-29T16:28:39Z,C000012,AC00000002,317,PLN,SEPA_CREDIT,POS,PL,CP00000008,PL,RETAIL_PREMIUM,LOW,False,False,0.09,2,634,3,985,3
T000000045,2025-11-30T02:19:29Z,C000003,AC00000001,28433,EUR,SWIFT_OUT,BRANCH,PL,CP00000083,PL,HNWI,HIGH,True,False,0.67,4,46029,6,137684,9
T000000046,2025-12-01T07:27:50Z,C000005,AC00000002,2178,EUR,SEPA_CREDIT,POS,PL,CP00000090,US,RETAIL_PREMIUM,MEDIUM,False,False,0.19,0,2178,5,6429,1
T000000047,2025-11-21T08:17:45Z,C000005,AC00000015,24149,USD,SWIFT_IN,BRANCH,PL,CP00000043,NL,RETAIL_PREMIUM,HIGH,False,False,0.49,2,49695,4,123186,2
T000000048,2025-12-09T17:52:57Z,C000006,AC00000001,1144,EUR,CARD_POS,MOBILE,PL,CP00000047,GB,RETAIL_STANDARD,LOW,False,False,0.02,1,1144,3,3205,2
T000000049,2025-12-09T14:26:50Z,C000012,AC00000010,2722,EUR,CARD_POS,INTERNET,PL,CP00000010,DE,RETAIL_STANDARD,MEDIUM,False,False,0.14,2,5444,2,12486,5
T000000050,2025-12-07T15:56:45Z,C000014,AC00000011,278,EUR,INTERNAL,INTERNET,PL,CP00000077,US,RETAIL_STANDARD,MEDIUM,False,False,0.07,2,556,4,1087,3
T000000051,2025-11-30T14:46:59Z,C000006,AC00000008,104123,EUR,SWIFT_IN,INTERNET,PL,CP00000056,NL,SME,MEDIUM,False,False,0.87,2,120615,2,197384,5
T000000052,2025-11-19T20:58:52Z,C000006,AC00000011,2897,USD,SEPA_CREDIT,MOBILE,PL,CP00000025,UA,RETAIL_PREMIUM,LOW,False,False,0.15,0,2897,1,4719,3
T000000053,2025-11-13T22:17:05Z,C000018,AC00000010,2467,USD,INTERNAL,INTERNET,PL,CP00000023,UA,RETAIL_STANDARD,MEDIUM,False,False,0.24,0,2467,1,4922,3
T000000054,2025-11-30T21:23:03Z,C000001,AC00000016,2379,EUR,CARD_POS,POS,PL,CP00000053,UA,RETAIL_PREMIUM,MEDIUM,False,False,0.06,0,2379,0,6486,5
T000000055,2025-12-02T15:17:06Z,C000013,AC00000008,1523,EUR,CARD_POS,MOBILE,PL,CP00000070,DE,RETAIL_STANDARD,LOW,False,False,0.08,0,1523,4,4064,1
T000000056,2025-11-25T12:41:49Z,C000002,AC00000015,5631,EUR,INTERNAL,INTERNET,PL,CP00000090,PL,RETAIL_STANDARD,HIGH,False,False,0.53,19,93165,65,414070,16
T000000057,2025-11-25T00:28:54Z,C000010,AC00000006,4393,EUR,SEPA_CREDIT,MOBILE,PL,CP00000100,US,RETAIL_STANDARD,HIGH,False,False,0.62,24,116313,37,398941,6
T000000058,2025-12-10T17:55:50Z,C000006,AC00000005,2800,PLN,CARD_POS,INTERNET,PL,CP00000102,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.23,3,8400,3,9683,3
T000000059,2025-12-08T19:53:55Z,C000010,AC00000013,17042,EUR,SWIFT_IN,INTERNET,PL,CP00000118,GB,SME,HIGH,False,False,0.76,0,28948,4,46461,6
T000000060,2025-11-15T03:24:55Z,C000012,AC00000016,957,PLN,INTERNAL,INTERNET,PL,CP00000096,NL,RETAIL_STANDARD,MEDIUM,False,False,0.02,2,1914,2,4353,1
T000000061,2025-12-07T22:45:47Z,C000009,AC00000008,94694,EUR,SEPA_CREDIT,BRANCH,PL,CP00000069,PL,RETAIL_PREMIUM,MEDIUM,False,False,0.76,2,172038,5,497623,7
T000000062,2025-12-10T04:36:06Z,C000012,AC00000012,1213,USD,CARD_POS,MOBILE,PL,CP00000105,UA,RETAIL_PREMIUM,MEDIUM,False,False,0.17,3,3639,8,10428,4
T000000063,2025-11-28T13:34:19Z,C000001,AC00000003,2919,PLN,SEPA_CREDIT,INTERNET,PL,CP00000049,AE,RETAIL_STANDARD,LOW,False,False,0.19,1,2919,2,3208,1
T000000064,2025-11-28T23:47:40Z,C000021,AC00000003,107139,PLN,SWIFT_OUT,INTERNET,PL,CP00000106,DE,SME,MEDIUM,False,False,0.74,0,196901,3,537302,5
T000000065,2025-12-06T11:25:19Z,C000021,AC00000009,9429,PLN,SEPA_CREDIT,BRANCH,PL,CP00000084,UA,HNWI,HIGH,True,False,0.76,2,16162,5,42379,5
T000000066,2025-11-23T06:54:19Z,C000005,AC00000012,2382,PLN,SEPA_CREDIT,MOBILE,PL,CP00000074,US,RETAIL_STANDARD,MEDIUM,False,False,0.14,3,7146,4,14177,1
T000000067,2025-11-14T16:30:33Z,C000008,AC00000009,6985,PLN,CARD_POS,MOBILE,PL,CP00000029,PL,RETAIL_STANDARD,HIGH,False,False,0.48,9,67774,44,268871,6
T000000068,2025-12-08T13:01:55Z,C000011,AC00000010,662,EUR,INTERNAL,MOBILE,PL,CP00000111,AE,RETAIL_STANDARD,HIGH,False,False,0.75,19,14733,71,66553,11
T000000069,2025-11-26T19:26:01Z,C000012,AC00000021,39782,PLN,SEPA_CREDIT,BRANCH,PL,CP00000036,AE,HNWI,HIGH,True,False,0.97,1,55479,8,141968,9
T000000070,2025-11-17T09:12:03Z,C000018,AC00000013,106100,PLN,SWIFT_OUT,BRANCH,PL,CP00000006,AE,SME,MEDIUM,False,False,0.76,3,180050,3,391245,4
T000000071,2025-11-13T17:23:52Z,C000024,AC00000021,94802,PLN,SEPA_CREDIT,BRANCH,PL,CP00000138,DE,SME,MEDIUM,False,False,0.66,2,181616,3,466591,1
T000000072,2025-12-04T21:13:18Z,C000008,AC00000016,2710,PLN,SEPA_CREDIT,MOBILE,PL,CP00000015,DE,RETAIL_STANDARD,LOW,False,False,0.03,1,2710,2,6018,1
T000000073,2025-12-06T23:52:14Z,C000004,AC00000016,93512,EUR,SWIFT_OUT,BRANCH,PL,CP00000020,UA,RETAIL_PREMIUM,MEDIUM,False,False,0.51,1,198695,1,357818,6
T000000074,2025-11-27T13:53:58Z,C000015,AC00000019,1878,USD,SEPA_CREDIT,MOBILE,PL,CP00000077,US,RETAIL_PREMIUM,MEDIUM,False,False,0.08,0,1878,2,1888,5
T000000075,2025-11-15T10:11:08Z,C000005,AC00000004,1149,PLN,SEPA_CREDIT,INTERNET,PL,CP00000097,US,RETAIL_PREMIUM,MEDIUM,False,False,0.13,1,1149,2,3274,1
T000000076,2025-11-18T10:07:09Z,C000023,AC00000013,2891,PLN,INTERNAL,MOBILE,PL,CP00000003,US,RETAIL_STANDARD,HIGH,False,False,0.46,20,65870,45,135269,10
T000000077,2025-12-10T10:26:22Z,C000026,AC00000003,1701,USD,SEPA_CREDIT,POS,PL,CP00000142,US,RETAIL_STANDARD,MEDIUM,False,False,0.09,2,3402,2,6102,4
T000000078,2025-12-06T01:28:00Z,C000014,AC00000018,2521,USD,SEPA_CREDIT,MOBILE,PL,CP00000132,PL,RETAIL_PREMIUM,LOW,False,False,0.04,3,7563,3,15125,2
T000000079,2025-11-18T10:25:40Z,C000010,AC00000020,1279,USD,INTERNAL,INTERNET,PL,CP00000063,US,RETAIL_STANDARD,MEDIUM,False,False,0.58,33,40966,64,174651,17
T000000080,2025-12-05T02:51:45Z,C000019,AC00000002,2017,PLN,CARD_POS,INTERNET,PL,CP00000136,US,RETAIL_PREMIUM,LOW,False,False,0.21,2,4034,5,9963,2
T000000081,2025-12-06T18:29:54Z,C000015,AC00000018,112,USD,CARD_POS,POS,PL,CP00000096,GB,RETAIL_STANDARD,LOW,False,False,0.03,2,224,3,451,3
T000000082,2025-11-20T09:22:47Z,C000025,AC00000015,2936,EUR,CARD_POS,POS,PL,CP00000032,NL,RETAIL_PREMIUM,LOW,False,False,0.1,1,2936,6,3496,5
T000000083,2025-11-19T18:24:29Z,C000012,AC00000005,118557,EUR,SWIFT_OUT,BRANCH,PL,CP00000022,US,RETAIL_PREMIUM,HIGH,False,False,0.87,2,247558,5,672369,2
T000000084,2025-11-29T06:02:49Z,C000027,AC00000023,196,PLN,SEPA_CREDIT,INTERNET,PL,CP00000056,GB,RETAIL_PREMIUM,LOW,False,False,0.12,0,196,0,474,5
T000000085,2025-12-04T07:53:32Z,C000013,AC00000001,1805,USD,INTERNAL,POS,PL,CP00000059,US,RETAIL_STANDARD,MEDIUM,False,False,0.21,3,5415,4,11067,1
T000000086,2025-11-30T17:25:14Z,C000016,AC00000006,1368,USD,INTERNAL,INTERNET,PL,CP00000020,PL,RETAIL_PREMIUM,HIGH,False,False,0.71,8,13071,64,48834,5
T000000087,2025-12-09T20:01:12Z,C000022,AC00000029,6863,USD,CARD_POS,INTERNET,PL,CP00000086,UA,RETAIL_PREMIUM,HIGH,False,False,0.53,10,75607,54,189805,20
T000000088,2025-12-05T14:27:49Z,C000022,AC00000009,595,USD,CARD_POS,MOBILE,PL,CP00000040,DE,RETAIL_STANDARD,LOW,False,False,0.24,0,595,5,1423,2
T000000089,2025-11-24T03:55:36Z,C000020,AC00000002,190,USD,CARD_POS,POS,PL,CP00000126,AE,RETAIL_PREMIUM,MEDIUM,False,False,0.03,0,190,0,397,2
T000000090,2025-11-27T12:58:33Z,C000004,AC00000007,5416,USD,SEPA_CREDIT,INTERNET,PL,CP00000123,GB,RETAIL_PREMIUM,HIGH,False,False,0.5,38,193934,77,889542,21
T000000091,2025-12-10T17:30:02Z,C000021,AC00000003,1265,PLN,SEPA_CREDIT,MOBILE,PL,CP00000036,AE,RETAIL_PREMIUM,MEDIUM,False,False,0.13,1,1265,1,2051,1
T000000092,2025-11-23T15:27:42Z,C000030,AC00000008,98518,PLN,SWIFT_OUT,BRANCH,PL,CP00000140,PL,RETAIL_PREMIUM,HIGH,False,False,0.73,1,133278,4,347530,5
T000000093,2025-11-30T23:18:08Z,C000025,AC00000005,151,USD,SEPA_CREDIT,MOBILE,PL,CP00000183,PL,RETAIL_PREMIUM,LOW,False,False,0.2,3,453,6,948,2
T000000094,2025-12-08T09:15:54Z,C000029,AC00000008,2850,EUR,SEPA_CREDIT,POS,PL,CP00000007,US,RETAIL_STANDARD,LOW,False,False,0.14,3,8550,5,16649,4
T000000095,2025-11-14T19:51:29Z,C000013,AC00000031,1270,EUR,SEPA_CREDIT,MOBILE,PL,CP00000046,AE,RETAIL_PREMIUM,LOW,False,False,0.11,2,2540,5,3919,4
T000000096,2025-11-23T01:41:20Z,C000029,AC00000008,956,USD,INTERNAL,INTERNET,PL,CP00000062,NL,RETAIL_STANDARD,MEDIUM,False,False,0.04,0,956,4,2007,1
T000000097,2025-12-04T00:02:52Z,C000013,AC00000023,2184,EUR,CARD_POS,MOBILE,PL,CP00000134,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.67,25,44683,71,194917,21
T000000098,2025-11-10T04:25:02Z,C000022,AC00000018,4403,USD,SWIFT_OUT,INTERNET,PL,CP00000169,AE,RETAIL_PREMIUM,HIGH,True,False,0.73,0,6648,6,16559,3
T000000099,2025-11-27T18:23:24Z,C000005,AC00000018,2527,EUR,CARD_POS,POS,PL,CP00000102,PL,RETAIL_STANDARD,LOW,False,False,0.24,1,2527,2,6554,5
T000000100,2025-12-06T01:34:50Z,C000032,AC00000021,2525,EUR,SEPA_CREDIT,POS,PL,CP00000024,UA,RETAIL_STANDARD,LOW,False,False,0.04,3,7575,8,22509,3
T000000101,2025-11-29T16:35:35Z,C000033,AC00000024,225,USD,CASH_IN,ATM,PL,CP00000178,GB,SME,MEDIUM,False,False,0.68,30,8523,81,40928,10
T000000102,2025-11-16T16:42:42Z,C000025,AC00000030,1173,PLN,CASH_OUT,BRANCH,PL,CP00000166,UA,SME,HIGH,False,False,0.7,28,37634,77,163122,5
T000000103,2025-11-24T13:12:46Z,C000002,AC00000016,2829,EUR,INTERNAL,POS,PL,CP00000199,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.21,1,2829,4,3521,5
T000000104,2025-11-23T23:37:41Z,C000020,AC00000008,96156,EUR,SWIFT_IN,INTERNET,PL,CP00000021,NL,SME,HIGH,False,False,0.58,1,165949,3,290730,1
T000000105,2025-11-12T22:01:21Z,C000021,AC00000018,1375,EUR,SEPA_CREDIT,MOBILE,PL,CP00000178,NL,RETAIL_STANDARD,MEDIUM,False,False,0.07,2,2750,5,2933,3
T000000106,2025-11-10T08:11:30Z,C000020,AC00000002,31249,USD,SEPA_CREDIT,BRANCH,PL,CP00000143,UA,RETAIL_PREMIUM,HIGH,True,False,0.93,4,33994,9,115285,9
T000000107,2025-11-27T15:51:18Z,C000013,AC00000011,34781,PLN,SWIFT_OUT,INTERNET,PL,CP00000185,US,SME,HIGH,False,False,0.93,3,42205,5,91041,6
T000000108,2025-11-28T12:22:48Z,C000031,AC00000006,1730,PLN,INTERNAL,INTERNET,PL,CP00000162,DE,RETAIL_PREMIUM,LOW,False,False,0.15,3,5190,5,14029,2
T000000109,2025-11-23T08:23:11Z,C000020,AC00000006,37608,EUR,SEPA_CREDIT,INTERNET,PL,CP00000166,DE,RETAIL_PREMIUM,HIGH,False,False,0.41,3,40420,7,95886,1
T000000110,2025-11-15T20:48:57Z,C000026,AC00000018,16006,EUR,INTERNAL,INTERNET,PL,CP00000033,NL,SME,HIGH,False,False,0.05,5,100661,10,474056,40
T000000111,2025-11-21T18:33:38Z,C000027,AC00000037,2192,USD,CARD_POS,POS,PL,CP00000178,US,RETAIL_PREMIUM,MEDIUM,False,False,0.07,2,4384,3,12112,5
T000000112,2025-11-18T15:01:09Z,C000007,AC00000012,2902,EUR,SEPA_CREDIT,INTERNET,PL,CP00000153,US,RETAIL_PREMIUM,MEDIUM,False,False,0.2,2,5804,5,10865,1
T000000113,2025-12-03T00:25:23Z,C000038,AC00000025,21685,EUR,SWIFT_IN,BRANCH,PL,CP00000044,US,RETAIL_PREMIUM,MEDIUM,False,False,0.47,1,43599,2,86708,6
T000000114,2025-12-06T21:12:14Z,C000013,AC00000036,85313,USD,SEPA_CREDIT,BRANCH,PL,CP00000129,UA,RETAIL_PREMIUM,HIGH,False,False,0.85,0,107586,1,245073,7
T000000115,2025-11-21T10:57:07Z,C000026,AC00000017,2262,EUR,INTERNAL,MOBILE,PL,CP00000198,US,RETAIL_STANDARD,LOW,False,False,0.09,1,2262,1,4224,5
T000000116,2025-12-04T13:06:20Z,C000002,AC00000032,85020,EUR,SWIFT_OUT,BRANCH,PL,CP00000179,GB,SME,MEDIUM,False,False,0.91,2,152578,6,347092,5
T000000117,2025-11-14T03:12:00Z,C000030,AC00000036,1219,PLN,CARD_POS,POS,PL,CP00000024,UA,RETAIL_STANDARD,LOW,False,False,0.01,3,3657,8,9600,4
T000000118,2025-11-28T20:48:49Z,C000040,AC00000026,2098,USD,INTERNAL,MOBILE,PL,CP00000093,US,RETAIL_STANDARD,MEDIUM,False,False,0.25,0,2098,5,2391,3
T000000119,2025-12-02T14:20:21Z,C000027,AC00000002,21358,USD,SWIFT_OUT,BRANCH,PL,CP00000028,AE,RETAIL_PREMIUM,HIGH,False,False,0.94,2,45762,6,131677,1
T000000120,2025-12-04T14:21:46Z,C000006,AC00000009,144,EUR,SEPA_CREDIT,POS,PL,CP00000012,PL,RETAIL_STANDARD,LOW,False,False,0.21,0,144,5,249,5
T000000121,2025-12-07T02:59:52Z,C000010,AC00000020,334,EUR,SEPA_CREDIT,MOBILE,PL,CP00000152,AE,RETAIL_STANDARD,MEDIUM,False,False,0.23,3,1002,3,2898,4
T000000122,2025-11-17T19:43:26Z,C000017,AC00000030,1527,EUR,CARD_POS,INTERNET,PL,CP00000051,NL,RETAIL_STANDARD,MEDIUM,False,False,0.06,1,1527,3,3159,2
T000000123,2025-11-23T21:17:31Z,C000011,AC00000006,1150,EUR,CARD_POS,INTERNET,PL,CP00000058,GB,RETAIL_STANDARD,MEDIUM,False,False,0.36,21,21228,60,57138,6
T000000124,2025-11-16T03:55:37Z,C000035,AC00000018,1998,USD,INTERNAL,MOBILE,PL,CP00000207,PL,RETAIL_STANDARD,MEDIUM,False,False,0.74,39,71624,86,219020,8
T000000125,2025-11-18T05:52:28Z,C000026,AC00000027,2890,EUR,INTERNAL,INTERNET,PL,CP00000158,US,RETAIL_STANDARD,LOW,False,False,0.19,2,5780,3,15471,3
T000000126,2025-11-11T17:59:27Z,C000040,AC00000015,2170,EUR,CARD_POS,INTERNET,PL,CP00000126,NL,RETAIL_STANDARD,LOW,False,False,0.02,3,6510,3,8048,3
T000000127,2025-12-01T22:00:29Z,C000004,AC00000029,877,EUR,INTERNAL,POS,PL,CP00000202,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.2,1,877,1,990,4
T000000128,2025-11-13T21:58:22Z,C000007,AC00000025,1179,EUR,INTERNAL,POS,PL,CP00000195,NL,RETAIL_PREMIUM,LOW,False,False,0.09,0,1179,0,1669,4
T000000129,2025-11-22T13:30:59Z,C000029,AC00000013,107429,PLN,SWIFT_IN,BRANCH,PL,CP00000110,UA,SME,MEDIUM,False,False,0.75,1,240100,5,648458,8
T000000130,2025-11-27T05:26:50Z,C000036,AC00000042,89000,PLN,SWIFT_OUT,INTERNET,PL,CP00000001,NL,RETAIL_PREMIUM,HIGH,False,False,0.47,2,164915,2,353889,7
T000000131,2025-11-19T03:52:25Z,C000028,AC00000007,84792,USD,SWIFT_OUT,BRANCH,PL,CP00000183,PL,RETAIL_PREMIUM,HIGH,False,False,0.62,3,124622,5,371005,4
T000000132,2025-11-27T12:23:45Z,C000045,AC00000017,20575,EUR,SWIFT_OUT,INTERNET,PL,CP00000084,US,RETAIL_PREMIUM,HIGH,True,False,0.66,2,40538,3,72424,11
T000000133,2025-11-20T12:30:10Z,C000020,AC00000032,2529,USD,CARD_POS,INTERNET,PL,CP00000241,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.19,1,2529,6,4364,5
T000000134,2025-11-29T20:17:06Z,C000010,AC00000018,186,USD,SEPA_CREDIT,MOBILE,PL,CP00000262,UA,RETAIL_STANDARD,LOW,False,False,0.08,0,186,1,289,1
T000000135,2025-12-06T17:57:53Z,C000022,AC00000016,2799,USD,CARD_POS,POS,PL,CP00000207,UA,RETAIL_PREMIUM,MEDIUM,False,False,0.04,1,2799,4,6445,2
T000000136,2025-11-18T04:06:44Z,C000044,AC00000012,2372,USD,CARD_POS,MOBILE,PL,CP00000232,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.08,0,2372,2,3091,3
T000000137,2025-11-22T10:57:26Z,C000034,AC00000015,117194,EUR,SEPA_CREDIT,BRANCH,PL,CP00000036,US,SME,MEDIUM,False,False,0.51,0,276824,2,718806,5
T000000138,2025-12-07T12:51:38Z,C000005,AC00000021,2448,PLN,SEPA_CREDIT,MOBILE,PL,CP00000167,AE,RETAIL_STANDARD,MEDIUM,False,False,0.14,1,2448,2,4113,5
